created_at,field1,field2,field3,field4,field5,field6,field7,field8,latitude,longitude,elevation,status
2024-01-05T06:00:00+00:00,37.27,49.67,11.4,58.99,25,40,Rome,,41.9028,12.4964,21,
2024-01-05T07:00:00+00:00,36.2,52.37,10.52,61.12,25,40,Rome,,41.9028,12.4964,21,
2024-01-05T08:00:00+00:00,32.46,40.23,10.33,58.39,25,40,Rome,,41.9028,12.4964,21,
2024-01-05T09:00:00+00:00,38.86,55.64,11.74,60.39,25,40,Rome,,41.9028,12.4964,21,
2024-01-05T10:00:00+00:00,31.96,43.98,8.6,60.12,25,40,Rome,,41.9028,12.4964,21,
2024-01-05T11:00:00+00:00,33.48,41.39,10.5,55.54,25,40,Rome,,41.9028,12.4964,21,
2024-01-05T12:00:00+00:00,31.72,45.79,8.79,59.5,25,40,Rome,,41.9028,12.4964,21,
2024-01-05T13:00:00+00:00,35.88,45.11,7.17,59.92,25,40,Rome,,41.9028,12.4964,21,
2024-01-05T14:00:00+00:00,31.75,46.82,4.57,44.94,25,40,Rome,,41.9028,12.4964,21,
2024-01-05T15:00:00+00:00,37.62,49.0,4.79,43.59,25,40,Rome,,41.9028,12.4964,21,
2024-01-05T16:00:00+00:00,35.79,44.78,4.43,49.73,25,40,Rome,,41.9028,12.4964,21,
2024-01-05T17:00:00+00:00,39.04,49.13,4.07,44.6,25,40,Rome,,41.9028,12.4964,21,
2024-01-05T18:00:00+00:00,34.65,46.27,5.06,52.41,25,40,Rome,,41.9028,12.4964,21,
2024-01-05T19:00:00+00:00,30.25,41.47,4.02,44.57,25,40,Rome,,41.9028,12.4964,21,
2024-01-05T20:00:00+00:00,32.39,40.77,4.32,42.89,25,40,Rome,,41.9028,12.4964,21,
2024-01-05T21:00:00+00:00,34.5,48.96,4.42,48.92,25,40,Rome,,41.9028,12.4964,21,
2024-01-05T22:00:00+00:00,31.91,39.65,7.3,46.34,25,40,Rome,,41.9028,12.4964,21,
2024-01-05T23:00:00+00:00,31.73,41.2,8.31,59.58,25,40,Rome,,41.9028,12.4964,21,
2024-01-06T00:00:00+00:00,39.8,51.49,7.46,60.59,25,40,Rome,,41.9028,12.4964,21,
2024-01-06T01:00:00+00:00,42.02,57.27,9.01,65.18,25,40,Rome,,41.9028,12.4964,21,
2024-01-06T02:00:00+00:00,30.61,42.68,11.17,56.05,25,40,Rome,,41.9028,12.4964,21,
2024-01-06T03:00:00+00:00,40.63,57.78,10.44,55.88,25,40,Rome,,41.9028,12.4964,21,
2024-01-06T04:00:00+00:00,36.24,45.9,10.63,62.38,25,40,Rome,,41.9028,12.4964,21,
2024-01-06T05:00:00+00:00,40.55,58.67,12.08,64.56,25,40,Rome,,41.9028,12.4964,21,
2024-01-06T06:00:00+00:00,35.61,48.67,10.7,71.19,25,40,Rome,,41.9028,12.4964,21,
2024-01-06T07:00:00+00:00,38.79,53.55,12.21,61.32,25,40,Rome,,41.9028,12.4964,21,
2024-01-06T08:00:00+00:00,31.76,44.51,12.59,62.69,25,40,Rome,,41.9028,12.4964,21,
2024-01-06T09:00:00+00:00,32.8,43.64,9.76,67.36,25,40,Rome,,41.9028,12.4964,21,
2024-01-06T10:00:00+00:00,40.21,57.38,10.69,56.45,25,40,Rome,,41.9028,12.4964,21,
2024-01-06T11:00:00+00:00,39.4,52.78,8.03,63.42,25,40,Rome,,41.9028,12.4964,21,
2024-01-06T12:00:00+00:00,33.43,42.6,8.45,49.57,25,40,Rome,,41.9028,12.4964,21,
2024-01-06T13:00:00+00:00,33.17,42.45,7.52,56.25,25,40,Rome,,41.9028,12.4964,21,
2024-01-06T14:00:00+00:00,39.74,53.88,4.56,48.52,25,40,Rome,,41.9028,12.4964,21,
2024-01-06T15:00:00+00:00,38.9,52.03,4.75,41.23,25,40,Rome,,41.9028,12.4964,21,
2024-01-06T16:00:00+00:00,31.22,39.96,5.13,44.09,25,40,Rome,,41.9028,12.4964,21,
2024-01-06T17:00:00+00:00,37.67,54.31,2.94,50.94,25,40,Rome,,41.9028,12.4964,21,
2024-01-06T18:00:00+00:00,30.33,38.24,3.18,40.46,25,40,Rome,,41.9028,12.4964,21,
2024-01-06T19:00:00+00:00,40.31,50.55,2.68,52.04,25,40,Rome,,41.9028,12.4964,21,
2024-01-06T20:00:00+00:00,36.98,47.25,4.97,51.96,25,40,Rome,,41.9028,12.4964,21,
2024-01-06T21:00:00+00:00,35.73,46.31,5.07,45.68,25,40,Rome,,41.9028,12.4964,21,
2024-01-06T22:00:00+00:00,41.37,53.25,4.73,52.73,25,40,Rome,,41.9028,12.4964,21,
2024-01-06T23:00:00+00:00,37.16,53.29,5.73,56.86,25,40,Rome,,41.9028,12.4964,21,
2024-01-07T00:00:00+00:00,36.62,46.38,8.12,62.82,25,40,Rome,,41.9028,12.4964,21,
2024-01-07T01:00:00+00:00,33.17,48.71,9.47,54.1,25,40,Rome,,41.9028,12.4964,21,
2024-01-07T02:00:00+00:00,31.32,44.35,8.97,59.3,25,40,Rome,,41.9028,12.4964,21,
2024-01-07T03:00:00+00:00,31.98,41.08,12.26,54.68,25,40,Rome,,41.9028,12.4964,21,
2024-01-07T04:00:00+00:00,39.66,50.39,12.91,57.61,25,40,Rome,,41.9028,12.4964,21,
2024-01-07T05:00:00+00:00,36.47,52.69,10.68,58.68,25,40,Rome,,41.9028,12.4964,21,
2024-01-07T06:00:00+00:00,36.91,52.15,12.06,62.01,25,40,Rome,,41.9028,12.4964,21,
2024-01-07T07:00:00+00:00,42.05,55.65,11.83,64.91,25,40,Rome,,41.9028,12.4964,21,
2024-01-07T08:00:00+00:00,37.01,53.44,10.84,64.6,25,40,Rome,,41.9028,12.4964,21,
2024-01-07T09:00:00+00:00,36.45,49.67,9.81,58.01,25,40,Rome,,41.9028,12.4964,21,
2024-01-07T10:00:00+00:00,32.32,46.79,10.55,61.18,25,40,Rome,,41.9028,12.4964,21,
2024-01-07T11:00:00+00:00,35.5,45.46,9.98,63.88,25,40,Rome,,41.9028,12.4964,21,
2024-01-07T12:00:00+00:00,33.84,46.06,8.63,58.29,25,40,Rome,,41.9028,12.4964,21,
2024-01-07T13:00:00+00:00,33.71,43.56,7.66,45.07,25,40,Rome,,41.9028,12.4964,21,
2024-01-07T14:00:00+00:00,31.73,45.2,6.17,52.93,25,40,Rome,,41.9028,12.4964,21,
2024-01-07T15:00:00+00:00,39.87,50.08,5.22,43.05,25,40,Rome,,41.9028,12.4964,21,
2024-01-07T16:00:00+00:00,38.62,54.36,5.36,44.46,25,40,Rome,,41.9028,12.4964,21,
2024-01-07T17:00:00+00:00,29.44,38.24,2.69,42.21,25,40,Rome,,41.9028,12.4964,21,
2024-01-07T18:00:00+00:00,39.8,51.63,4.03,44.45,25,40,Rome,,41.9028,12.4964,21,
2024-01-07T19:00:00+00:00,38.66,50.35,3.7,39.0,25,40,Rome,,41.9028,12.4964,21,
2024-01-07T20:00:00+00:00,39.47,49.38,4.86,51.02,25,40,Rome,,41.9028,12.4964,21,
2024-01-07T21:00:00+00:00,28.66,34.96,6.61,40.88,25,40,Rome,,41.9028,12.4964,21,
2024-01-07T22:00:00+00:00,35.82,49.38,5.35,43.5,25,40,Rome,,41.9028,12.4964,21,
2024-01-07T23:00:00+00:00,34.8,44.0,6.69,52.26,25,40,Rome,,41.9028,12.4964,21,
2024-01-08T00:00:00+00:00,32.26,41.29,8.84,56.6,25,40,Rome,,41.9028,12.4964,21,
2024-01-08T01:00:00+00:00,33.88,45.34,8.21,61.62,25,40,Rome,,41.9028,12.4964,21,
2024-01-08T02:00:00+00:00,41.12,54.69,10.03,56.69,25,40,Rome,,41.9028,12.4964,21,
2024-01-08T03:00:00+00:00,40.29,51.52,10.49,68.62,25,40,Rome,,41.9028,12.4964,21,
2024-01-08T04:00:00+00:00,31.87,43.85,10.49,65.82,25,40,Rome,,41.9028,12.4964,21,
2024-01-08T05:00:00+00:00,34.6,49.9,11.1,61.7,25,40,Rome,,41.9028,12.4964,21,
2024-01-08T06:00:00+00:00,35.06,49.07,11.68,60.04,25,40,Rome,,41.9028,12.4964,21,
2024-01-08T07:00:00+00:00,41.39,56.67,11.91,67.98,25,40,Rome,,41.9028,12.4964,21,
2024-01-08T08:00:00+00:00,32.31,45.37,12.03,59.28,25,40,Rome,,41.9028,12.4964,21,
2024-01-08T09:00:00+00:00,34.24,42.94,11.41,54.85,25,40,Rome,,41.9028,12.4964,21,
2024-01-08T10:00:00+00:00,34.18,43.59,8.66,56.12,25,40,Rome,,41.9028,12.4964,21,
2024-01-08T11:00:00+00:00,31.85,44.85,7.91,53.55,25,40,Rome,,41.9028,12.4964,21,
2024-01-08T12:00:00+00:00,37.36,51.5,7.82,62.79,25,40,Rome,,41.9028,12.4964,21,
2024-01-08T13:00:00+00:00,34.92,47.44,6.3,49.05,25,40,Rome,,41.9028,12.4964,21,
2024-01-08T14:00:00+00:00,35.48,50.73,5.51,42.83,25,40,Rome,,41.9028,12.4964,21,
2024-01-08T15:00:00+00:00,30.58,40.27,6.54,51.23,25,40,Rome,,41.9028,12.4964,21,
2024-01-08T16:00:00+00:00,35.05,44.75,4.3,51.87,25,40,Rome,,41.9028,12.4964,21,
2024-01-08T17:00:00+00:00,30.55,43.27,5.32,42.92,25,40,Rome,,41.9028,12.4964,21,
2024-01-08T18:00:00+00:00,33.6,48.57,3.61,38.72,25,40,Rome,,41.9028,12.4964,21,
2024-01-08T19:00:00+00:00,28.97,41.53,5.25,40.54,25,40,Rome,,41.9028,12.4964,21,
2024-01-08T20:00:00+00:00,36.25,51.92,5.7,46.25,25,40,Rome,,41.9028,12.4964,21,
2024-01-08T21:00:00+00:00,33.48,41.55,4.37,49.6,25,40,Rome,,41.9028,12.4964,21,
2024-01-08T22:00:00+00:00,38.95,55.79,4.87,46.69,25,40,Rome,,41.9028,12.4964,21,
2024-01-08T23:00:00+00:00,38.4,50.87,7.63,45.28,25,40,Rome,,41.9028,12.4964,21,
2024-01-09T00:00:00+00:00,34.3,47.19,7.75,57.61,25,40,Rome,,41.9028,12.4964,21,
2024-01-09T01:00:00+00:00,31.87,45.88,9.27,62.0,25,40,Rome,,41.9028,12.4964,21,
2024-01-09T02:00:00+00:00,36.65,53.32,10.35,55.74,25,40,Rome,,41.9028,12.4964,21,
2024-01-09T03:00:00+00:00,38.71,54.96,12.16,61.26,25,40,Rome,,41.9028,12.4964,21,
2024-01-09T04:00:00+00:00,38.42,48.98,12.41,64.55,25,40,Rome,,41.9028,12.4964,21,
2024-01-09T05:00:00+00:00,33.13,43.32,11.59,61.67,25,40,Rome,,41.9028,12.4964,21,
2024-01-09T06:00:00+00:00,40.2,57.03,12.82,62.08,25,40,Rome,,41.9028,12.4964,21,
2024-01-09T07:00:00+00:00,40.24,57.08,12.02,61.36,25,40,Rome,,41.9028,12.4964,21,
2024-01-09T08:00:00+00:00,37.82,54.34,12.66,70.5,25,40,Rome,,41.9028,12.4964,21,
2024-01-09T09:00:00+00:00,35.0,48.56,10.48,68.68,25,40,Rome,,41.9028,12.4964,21,
2024-01-09T10:00:00+00:00,40.36,58.46,8.67,54.58,25,40,Rome,,41.9028,12.4964,21,
2024-01-09T11:00:00+00:00,34.86,50.8,8.5,62.39,25,40,Rome,,41.9028,12.4964,21,
2024-01-09T12:00:00+00:00,40.46,53.37,9.11,61.09,25,40,Rome,,41.9028,12.4964,21,
2024-01-09T13:00:00+00:00,34.13,43.37,5.54,52.14,25,40,Rome,,41.9028,12.4964,21,
2024-01-09T14:00:00+00:00,35.42,45.24,7.15,51.92,25,40,Rome,,41.9028,12.4964,21,
2024-01-09T15:00:00+00:00,32.99,43.86,5.06,49.54,25,40,Rome,,41.9028,12.4964,21,
2024-01-09T16:00:00+00:00,38.12,49.23,3.98,43.86,25,40,Rome,,41.9028,12.4964,21,
2024-01-09T17:00:00+00:00,39.08,52.21,3.45,38.47,25,40,Rome,,41.9028,12.4964,21,
2024-01-09T18:00:00+00:00,34.0,42.85,4.53,42.81,25,40,Rome,,41.9028,12.4964,21,
2024-01-09T19:00:00+00:00,31.7,45.26,3.19,37.97,25,40,Rome,,41.9028,12.4964,21,
2024-01-09T20:00:00+00:00,35.98,47.6,5.72,41.64,25,40,Rome,,41.9028,12.4964,21,
2024-01-09T21:00:00+00:00,39.08,51.27,3.99,41.32,25,40,Rome,,41.9028,12.4964,21,
2024-01-09T22:00:00+00:00,31.91,39.83,4.6,50.67,25,40,Rome,,41.9028,12.4964,21,
2024-01-09T23:00:00+00:00,36.2,51.5,6.58,48.11,25,40,Rome,,41.9028,12.4964,21,
2024-01-10T00:00:00+00:00,33.91,42.74,8.8,53.04,25,40,Rome,,41.9028,12.4964,21,
2024-01-10T01:00:00+00:00,38.84,53.95,8.78,51.56,25,40,Rome,,41.9028,12.4964,21,
2024-01-10T02:00:00+00:00,34.91,49.95,9.57,59.41,25,40,Rome,,41.9028,12.4964,21,
2024-01-10T03:00:00+00:00,42.03,54.68,11.68,69.34,25,40,Rome,,41.9028,12.4964,21,
2024-01-10T04:00:00+00:00,41.5,55.97,10.81,65.16,25,40,Rome,,41.9028,12.4964,21,
2024-01-10T05:00:00+00:00,41.78,54.13,12.77,69.6,25,40,Rome,,41.9028,12.4964,21,
2024-01-10T06:00:00+00:00,35.18,50.91,12.75,62.48,25,40,Rome,,41.9028,12.4964,21,
2024-01-10T07:00:00+00:00,40.09,51.77,13.12,69.51,25,40,Rome,,41.9028,12.4964,21,
2024-01-10T08:00:00+00:00,37.93,50.98,12.78,63.78,25,40,Rome,,41.9028,12.4964,21,
2024-01-10T09:00:00+00:00,37.73,47.95,10.82,59.23,25,40,Rome,,41.9028,12.4964,21,
2024-01-10T10:00:00+00:00,38.79,52.61,11.25,66.29,25,40,Rome,,41.9028,12.4964,21,
2024-01-10T11:00:00+00:00,34.01,44.78,10.14,55.34,25,40,Rome,,41.9028,12.4964,21,
2024-01-10T12:00:00+00:00,39.59,54.99,6.81,51.38,25,40,Rome,,41.9028,12.4964,21,
2024-01-10T13:00:00+00:00,40.96,56.11,7.1,57.41,25,40,Rome,,41.9028,12.4964,21,
2024-01-10T14:00:00+00:00,34.42,45.73,5.28,48.7,25,40,Rome,,41.9028,12.4964,21,
2024-01-10T15:00:00+00:00,41.71,55.46,4.32,53.07,25,40,Rome,,41.9028,12.4964,21,
2024-01-10T16:00:00+00:00,39.16,56.1,3.05,41.01,25,40,Rome,,41.9028,12.4964,21,
2024-01-10T17:00:00+00:00,34.61,49.53,4.7,42.88,25,40,Rome,,41.9028,12.4964,21,
2024-01-10T18:00:00+00:00,35.89,48.19,4.01,41.03,25,40,Rome,,41.9028,12.4964,21,
2024-01-10T19:00:00+00:00,36.07,48.89,4.12,41.45,25,40,Rome,,41.9028,12.4964,21,
2024-01-10T20:00:00+00:00,30.82,45.49,4.57,52.74,25,40,Rome,,41.9028,12.4964,21,
2024-01-10T21:00:00+00:00,30.17,37.81,4.6,46.93,25,40,Rome,,41.9028,12.4964,21,
2024-01-10T22:00:00+00:00,32.12,41.94,6.42,55.78,25,40,Rome,,41.9028,12.4964,21,
2024-01-10T23:00:00+00:00,33.64,44.38,8.2,58.16,25,40,Rome,,41.9028,12.4964,21,
2024-01-11T00:00:00+00:00,35.6,51.87,9.37,52.66,25,40,Rome,,41.9028,12.4964,21,
2024-01-11T01:00:00+00:00,35.89,45.47,9.39,65.23,25,40,Rome,,41.9028,12.4964,21,
2024-01-11T02:00:00+00:00,39.5,53.0,9.4,66.5,25,40,Rome,,41.9028,12.4964,21,
2024-01-11T03:00:00+00:00,36.84,46.73,12.26,67.28,25,40,Rome,,41.9028,12.4964,21,
2024-01-11T04:00:00+00:00,35.35,46.28,11.93,69.27,25,40,Rome,,41.9028,12.4964,21,
2024-01-11T05:00:00+00:00,42.02,54.97,10.87,72.36,25,40,Rome,,41.9028,12.4964,21,
2024-01-11T06:00:00+00:00,33.89,49.48,12.42,69.06,25,40,Rome,,41.9028,12.4964,21,
2024-01-11T07:00:00+00:00,35.18,47.42,12.36,71.78,25,40,Rome,,41.9028,12.4964,21,
2024-01-11T08:00:00+00:00,35.23,45.54,11.84,59.93,25,40,Rome,,41.9028,12.4964,21,
2024-01-11T09:00:00+00:00,39.19,50.52,11.58,69.48,25,40,Rome,,41.9028,12.4964,21,
2024-01-11T10:00:00+00:00,33.18,47.81,11.4,52.53,25,40,Rome,,41.9028,12.4964,21,
2024-01-11T11:00:00+00:00,40.27,52.99,9.87,63.86,25,40,Rome,,41.9028,12.4964,21,
2024-01-11T12:00:00+00:00,37.09,48.58,7.23,48.3,25,40,Rome,,41.9028,12.4964,21,
