created_at,field1,field2,field3,field4,field5,field6,field7,field8,latitude,longitude,elevation,status
2024-01-04T23:00:00+00:00,29.85,42.89,5.04,66.22,20,40,Paris,,48.8566,2.3522,35,
2024-01-05T00:00:00+00:00,33.98,49.18,4.43,68.67,20,40,Paris,,48.8566,2.3522,35,
2024-01-05T01:00:00+00:00,35.01,48.84,6.75,78.46,20,40,Paris,,48.8566,2.3522,35,
2024-01-05T02:00:00+00:00,37.33,50.21,6.59,68.38,20,40,Paris,,48.8566,2.3522,35,
2024-01-05T03:00:00+00:00,34.47,43.75,6.4,75.47,20,40,Paris,,48.8566,2.3522,35,
2024-01-05T04:00:00+00:00,35.99,47.0,7.99,84.01,20,40,Paris,,48.8566,2.3522,35,
2024-01-05T05:00:00+00:00,38.91,51.45,10.27,85.89,20,40,Paris,,48.8566,2.3522,35,
2024-01-05T06:00:00+00:00,38.63,49.33,9.45,81.65,20,40,Paris,,48.8566,2.3522,35,
2024-01-05T07:00:00+00:00,33.64,45.57,9.61,85.51,20,40,Paris,,48.8566,2.3522,35,
2024-01-05T08:00:00+00:00,31.02,38.08,9.86,71.8,20,40,Paris,,48.8566,2.3522,35,
2024-01-05T09:00:00+00:00,30.68,39.78,9.15,81.88,20,40,Paris,,48.8566,2.3522,35,
2024-01-05T10:00:00+00:00,35.67,49.51,8.34,71.2,20,40,Paris,,48.8566,2.3522,35,
2024-01-05T11:00:00+00:00,38.37,48.3,6.49,77.34,20,40,Paris,,48.8566,2.3522,35,
2024-01-05T12:00:00+00:00,29.5,41.24,6.32,73.99,20,40,Paris,,48.8566,2.3522,35,
2024-01-05T13:00:00+00:00,31.51,38.73,3.06,63.24,20,40,Paris,,48.8566,2.3522,35,
2024-01-05T14:00:00+00:00,30.2,43.8,3.7,64.24,20,40,Paris,,48.8566,2.3522,35,
2024-01-05T15:00:00+00:00,30.83,43.95,0.77,67.63,20,40,Paris,,48.8566,2.3522,35,
2024-01-05T16:00:00+00:00,32.45,42.49,2.14,55.39,20,40,Paris,,48.8566,2.3522,35,
2024-01-05T17:00:00+00:00,31.57,39.96,2.4,64.83,20,40,Paris,,48.8566,2.3522,35,
2024-01-05T18:00:00+00:00,29.95,40.47,2.49,61.6,20,40,Paris,,48.8566,2.3522,35,
2024-01-05T19:00:00+00:00,37.65,53.42,1.57,66.23,20,40,Paris,,48.8566,2.3522,35,
2024-01-05T20:00:00+00:00,31.39,40.54,0.92,65.04,20,40,Paris,,48.8566,2.3522,35,
2024-01-05T21:00:00+00:00,29.1,41.4,1.24,57.28,20,40,Paris,,48.8566,2.3522,35,
2024-01-05T22:00:00+00:00,34.36,43.37,1.61,60.78,20,40,Paris,,48.8566,2.3522,35,
2024-01-05T23:00:00+00:00,35.64,47.96,3.43,74.01,20,40,Paris,,48.8566,2.3522,35,
2024-01-06T00:00:00+00:00,30.28,39.05,5.65,73.13,20,40,Paris,,48.8566,2.3522,35,
2024-01-06T01:00:00+00:00,34.12,42.86,7.25,68.94,20,40,Paris,,48.8566,2.3522,35,
2024-01-06T02:00:00+00:00,35.08,44.19,8.45,67.82,20,40,Paris,,48.8566,2.3522,35,
2024-01-06T03:00:00+00:00,36.88,53.03,7.36,69.47,20,40,Paris,,48.8566,2.3522,35,
2024-01-06T04:00:00+00:00,30.51,39.19,8.05,77.07,20,40,Paris,,48.8566,2.3522,35,
2024-01-06T05:00:00+00:00,36.59,45.61,8.66,72.55,20,40,Paris,,48.8566,2.3522,35,
2024-01-06T06:00:00+00:00,34.53,43.74,10.45,79.2,20,40,Paris,,48.8566,2.3522,35,
2024-01-06T07:00:00+00:00,30.6,40.86,10.34,73.34,20,40,Paris,,48.8566,2.3522,35,
2024-01-06T08:00:00+00:00,29.63,43.34,9.82,73.65,20,40,Paris,,48.8566,2.3522,35,
2024-01-06T09:00:00+00:00,40.24,52.4,7.43,76.06,20,40,Paris,,48.8566,2.3522,35,
2024-01-06T10:00:00+00:00,34.3,48.11,6.64,67.01,20,40,Paris,,48.8566,2.3522,35,
2024-01-06T11:00:00+00:00,39.87,54.16,5.68,73.89,20,40,Paris,,48.8566,2.3522,35,
2024-01-06T12:00:00+00:00,30.04,38.35,3.87,70.36,20,40,Paris,,48.8566,2.3522,35,
2024-01-06T13:00:00+00:00,34.22,49.19,4.64,69.67,20,40,Paris,,48.8566,2.3522,35,
2024-01-06T14:00:00+00:00,37.56,52.82,2.18,71.34,20,40,Paris,,48.8566,2.3522,35,
2024-01-06T15:00:00+00:00,36.41,50.78,2.71,69.58,20,40,Paris,,48.8566,2.3522,35,
2024-01-06T16:00:00+00:00,32.33,41.05,0.29,60.07,20,40,Paris,,48.8566,2.3522,35,
2024-01-06T17:00:00+00:00,27.84,40.32,0.91,52.61,20,40,Paris,,48.8566,2.3522,35,
2024-01-06T18:00:00+00:00,33.18,41.13,0.89,55.53,20,40,Paris,,48.8566,2.3522,35,
2024-01-06T19:00:00+00:00,31.15,40.63,0.65,57.37,20,40,Paris,,48.8566,2.3522,35,
2024-01-06T20:00:00+00:00,36.6,48.52,2.51,63.23,20,40,Paris,,48.8566,2.3522,35,
2024-01-06T21:00:00+00:00,28.32,41.45,1.2,59.34,20,40,Paris,,48.8566,2.3522,35,
2024-01-06T22:00:00+00:00,35.79,50.06,4.28,69.3,20,40,Paris,,48.8566,2.3522,35,
2024-01-06T23:00:00+00:00,36.98,46.09,4.8,65.33,20,40,Paris,,48.8566,2.3522,35,
2024-01-07T00:00:00+00:00,31.08,43.08,5.94,73.46,20,40,Paris,,48.8566,2.3522,35,
2024-01-07T01:00:00+00:00,33.2,48.65,6.87,79.12,20,40,Paris,,48.8566,2.3522,35,
2024-01-07T02:00:00+00:00,31.27,38.54,5.52,78.72,20,40,Paris,,48.8566,2.3522,35,
2024-01-07T03:00:00+00:00,31.2,38.39,7.24,75.92,20,40,Paris,,48.8566,2.3522,35,
2024-01-07T04:00:00+00:00,36.04,52.54,9.72,71.03,20,40,Paris,,48.8566,2.3522,35,
2024-01-07T05:00:00+00:00,40.3,53.73,9.91,82.41,20,40,Paris,,48.8566,2.3522,35,
2024-01-07T06:00:00+00:00,35.46,43.93,7.73,79.78,20,40,Paris,,48.8566,2.3522,35,
2024-01-07T07:00:00+00:00,36.52,50.33,8.54,86.74,20,40,Paris,,48.8566,2.3522,35,
2024-01-07T08:00:00+00:00,37.48,46.61,9.68,72.14,20,40,Paris,,48.8566,2.3522,35,
2024-01-07T09:00:00+00:00,36.34,50.54,8.77,79.46,20,40,Paris,,48.8566,2.3522,35,
2024-01-07T10:00:00+00:00,38.81,55.62,5.69,70.62,20,40,Paris,,48.8566,2.3522,35,
2024-01-07T11:00:00+00:00,29.1,42.03,7.5,70.08,20,40,Paris,,48.8566,2.3522,35,
2024-01-07T12:00:00+00:00,36.68,45.98,6.14,74.63,20,40,Paris,,48.8566,2.3522,35,
2024-01-07T13:00:00+00:00,35.58,45.13,4.51,75.29,20,40,Paris,,48.8566,2.3522,35,
2024-01-07T14:00:00+00:00,35.96,45.0,3.13,60.21,20,40,Paris,,48.8566,2.3522,35,
2024-01-07T15:00:00+00:00,35.19,45.04,1.84,58.76,20,40,Paris,,48.8566,2.3522,35,
2024-01-07T16:00:00+00:00,37.61,53.76,2.92,57.68,20,40,Paris,,48.8566,2.3522,35,
2024-01-07T17:00:00+00:00,31.76,40.31,1.58,59.93,20,40,Paris,,48.8566,2.3522,35,
2024-01-07T18:00:00+00:00,31.68,46.12,-0.46,65.54,20,40,Paris,,48.8566,2.3522,35,
2024-01-07T19:00:00+00:00,33.98,43.11,1.13,60.14,20,40,Paris,,48.8566,2.3522,35,
2024-01-07T20:00:00+00:00,34.49,46.4,0.72,62.78,20,40,Paris,,48.8566,2.3522,35,
2024-01-07T21:00:00+00:00,35.18,50.58,3.61,58.89,20,40,Paris,,48.8566,2.3522,35,
2024-01-07T22:00:00+00:00,33.97,41.9,3.72,68.07,20,40,Paris,,48.8566,2.3522,35,
2024-01-07T23:00:00+00:00,33.63,43.46,3.55,71.34,20,40,Paris,,48.8566,2.3522,35,
2024-01-08T00:00:00+00:00,36.1,47.31,5.62,63.81,20,40,Paris,,48.8566,2.3522,35,
2024-01-08T01:00:00+00:00,34.41,50.18,4.97,71.61,20,40,Paris,,48.8566,2.3522,35,
2024-01-08T02:00:00+00:00,33.71,43.63,7.73,72.62,20,40,Paris,,48.8566,2.3522,35,
2024-01-08T03:00:00+00:00,36.43,49.86,6.45,83.84,20,40,Paris,,48.8566,2.3522,35,
2024-01-08T04:00:00+00:00,29.99,37.86,8.68,74.01,20,40,Paris,,48.8566,2.3522,35,
2024-01-08T05:00:00+00:00,38.05,52.85,8.57,87.53,20,40,Paris,,48.8566,2.3522,35,
2024-01-08T06:00:00+00:00,37.42,47.65,10.17,84.91,20,40,Paris,,48.8566,2.3522,35,
2024-01-08T07:00:00+00:00,31.63,41.28,7.4,86.11,20,40,Paris,,48.8566,2.3522,35,
2024-01-08T08:00:00+00:00,31.1,44.36,7.66,78.79,20,40,Paris,,48.8566,2.3522,35,
2024-01-08T09:00:00+00:00,36.44,51.63,8.52,70.47,20,40,Paris,,48.8566,2.3522,35,
2024-01-08T10:00:00+00:00,37.45,50.67,8.33,71.6,20,40,Paris,,48.8566,2.3522,35,
2024-01-08T11:00:00+00:00,40.78,51.92,6.79,79.16,20,40,Paris,,48.8566,2.3522,35,
2024-01-08T12:00:00+00:00,37.44,53.98,6.22,74.16,20,40,Paris,,48.8566,2.3522,35,
2024-01-08T13:00:00+00:00,30.73,41.91,4.12,67.18,20,40,Paris,,48.8566,2.3522,35,
2024-01-08T14:00:00+00:00,33.47,48.35,4.42,66.49,20,40,Paris,,48.8566,2.3522,35,
2024-01-08T15:00:00+00:00,27.67,34.28,1.52,58.65,20,40,Paris,,48.8566,2.3522,35,
2024-01-08T16:00:00+00:00,30.04,37.18,0.09,58.36,20,40,Paris,,48.8566,2.3522,35,
2024-01-08T17:00:00+00:00,27.36,36.48,1.76,54.84,20,40,Paris,,48.8566,2.3522,35,
2024-01-08T18:00:00+00:00,38.5,54.49,0.08,59.77,20,40,Paris,,48.8566,2.3522,35,
2024-01-08T19:00:00+00:00,38.41,55.33,-0.35,67.5,20,40,Paris,,48.8566,2.3522,35,
2024-01-08T20:00:00+00:00,37.94,47.75,2.69,59.98,20,40,Paris,,48.8566,2.3522,35,
2024-01-08T21:00:00+00:00,29.41,35.81,2.06,65.12,20,40,Paris,,48.8566,2.3522,35,
2024-01-08T22:00:00+00:00,36.49,52.82,2.12,60.86,20,40,Paris,,48.8566,2.3522,35,
2024-01-08T23:00:00+00:00,30.68,43.74,5.45,72.95,20,40,Paris,,48.8566,2.3522,35,
2024-01-09T00:00:00+00:00,38.0,54.76,3.78,71.43,20,40,Paris,,48.8566,2.3522,35,
2024-01-09T01:00:00+00:00,33.07,45.75,4.59,80.09,20,40,Paris,,48.8566,2.3522,35,
2024-01-09T02:00:00+00:00,31.72,40.48,6.15,80.46,20,40,Paris,,48.8566,2.3522,35,
2024-01-09T03:00:00+00:00,35.42,44.81,8.42,69.57,20,40,Paris,,48.8566,2.3522,35,
2024-01-09T04:00:00+00:00,33.84,42.07,8.7,80.38,20,40,Paris,,48.8566,2.3522,35,
2024-01-09T05:00:00+00:00,37.8,52.81,8.27,87.63,20,40,Paris,,48.8566,2.3522,35,
2024-01-09T06:00:00+00:00,30.29,43.87,8.86,73.98,20,40,Paris,,48.8566,2.3522,35,
2024-01-09T07:00:00+00:00,32.59,47.9,7.41,77.15,20,40,Paris,,48.8566,2.3522,35,
2024-01-09T08:00:00+00:00,35.29,49.2,8.86,72.97,20,40,Paris,,48.8566,2.3522,35,
2024-01-09T09:00:00+00:00,30.24,38.1,7.17,81.64,20,40,Paris,,48.8566,2.3522,35,
2024-01-09T10:00:00+00:00,29.68,41.75,7.28,67.67,20,40,Paris,,48.8566,2.3522,35,
2024-01-09T11:00:00+00:00,30.18,43.34,6.76,75.68,20,40,Paris,,48.8566,2.3522,35,
2024-01-09T12:00:00+00:00,36.58,48.99,6.03,68.34,20,40,Paris,,48.8566,2.3522,35,
2024-01-09T13:00:00+00:00,38.38,53.42,2.93,73.13,20,40,Paris,,48.8566,2.3522,35,
2024-01-09T14:00:00+00:00,39.02,54.71,3.18,65.55,20,40,Paris,,48.8566,2.3522,35,
2024-01-09T15:00:00+00:00,29.88,44.18,2.03,64.92,20,40,Paris,,48.8566,2.3522,35,
2024-01-09T16:00:00+00:00,32.86,44.85,1.31,55.35,20,40,Paris,,48.8566,2.3522,35,
2024-01-09T17:00:00+00:00,37.22,50.42,1.45,61.36,20,40,Paris,,48.8566,2.3522,35,
2024-01-09T18:00:00+00:00,33.68,45.89,0.0,54.89,20,40,Paris,,48.8566,2.3522,35,
2024-01-09T19:00:00+00:00,27.42,39.93,2.58,58.02,20,40,Paris,,48.8566,2.3522,35,
2024-01-09T20:00:00+00:00,38.98,55.17,0.96,63.66,20,40,Paris,,48.8566,2.3522,35,
2024-01-09T21:00:00+00:00,31.5,40.16,1.76,63.18,20,40,Paris,,48.8566,2.3522,35,
2024-01-09T22:00:00+00:00,29.7,41.13,2.77,61.13,20,40,Paris,,48.8566,2.3522,35,
2024-01-09T23:00:00+00:00,34.46,44.36,3.41,70.28,20,40,Paris,,48.8566,2.3522,35,
2024-01-10T00:00:00+00:00,34.42,44.2,5.47,69.26,20,40,Paris,,48.8566,2.3522,35,
2024-01-10T01:00:00+00:00,35.93,51.13,7.3,66.27,20,40,Paris,,48.8566,2.3522,35,
2024-01-10T02:00:00+00:00,30.42,41.6,7.09,82.99,20,40,Paris,,48.8566,2.3522,35,
2024-01-10T03:00:00+00:00,37.6,50.04,7.66,70.93,20,40,Paris,,48.8566,2.3522,35,
2024-01-10T04:00:00+00:00,31.54,43.07,9.84,72.42,20,40,Paris,,48.8566,2.3522,35,
2024-01-10T05:00:00+00:00,31.22,41.09,7.71,76.58,20,40,Paris,,48.8566,2.3522,35,
2024-01-10T06:00:00+00:00,40.39,53.25,9.0,81.91,20,40,Paris,,48.8566,2.3522,35,
2024-01-10T07:00:00+00:00,34.15,46.85,10.12,83.34,20,40,Paris,,48.8566,2.3522,35,
2024-01-10T08:00:00+00:00,41.44,55.01,9.03,84.96,20,40,Paris,,48.8566,2.3522,35,
2024-01-10T09:00:00+00:00,37.04,51.9,6.81,69.86,20,40,Paris,,48.8566,2.3522,35,
2024-01-10T10:00:00+00:00,29.13,42.7,7.55,68.84,20,40,Paris,,48.8566,2.3522,35,
2024-01-10T11:00:00+00:00,31.09,41.21,5.54,69.83,20,40,Paris,,48.8566,2.3522,35,
2024-01-10T12:00:00+00:00,32.99,44.37,5.67,72.79,20,40,Paris,,48.8566,2.3522,35,
2024-01-10T13:00:00+00:00,29.88,36.82,4.97,62.61,20,40,Paris,,48.8566,2.3522,35,
2024-01-10T14:00:00+00:00,35.86,45.67,1.75,66.34,20,40,Paris,,48.8566,2.3522,35,
2024-01-10T15:00:00+00:00,40.32,51.5,2.83,70.44,20,40,Paris,,48.8566,2.3522,35,
2024-01-10T16:00:00+00:00,38.55,54.89,0.71,63.66,20,40,Paris,,48.8566,2.3522,35,
2024-01-10T17:00:00+00:00,34.13,42.88,-0.16,57.51,20,40,Paris,,48.8566,2.3522,35,
2024-01-10T18:00:00+00:00,35.45,44.6,1.49,57.6,20,40,Paris,,48.8566,2.3522,35,
2024-01-10T19:00:00+00:00,37.74,53.83,2.09,53.92,20,40,Paris,,48.8566,2.3522,35,
2024-01-10T20:00:00+00:00,32.28,42.94,2.71,59.84,20,40,Paris,,48.8566,2.3522,35,
2024-01-10T21:00:00+00:00,31.4,41.39,1.89,61.22,20,40,Paris,,48.8566,2.3522,35,
2024-01-10T22:00:00+00:00,35.49,44.42,1.76,67.47,20,40,Paris,,48.8566,2.3522,35,
2024-01-10T23:00:00+00:00,34.45,44.67,4.56,63.77,20,40,Paris,,48.8566,2.3522,35,
2024-01-11T00:00:00+00:00,32.37,45.19,6.33,76.86,20,40,Paris,,48.8566,2.3522,35,
2024-01-11T01:00:00+00:00,31.01,41.18,7.21,68.21,20,40,Paris,,48.8566,2.3522,35,
2024-01-11T02:00:00+00:00,37.75,48.65,6.07,77.74,20,40,Paris,,48.8566,2.3522,35,
2024-01-11T03:00:00+00:00,31.14,44.34,9.31,84.93,20,40,Paris,,48.8566,2.3522,35,
2024-01-11T04:00:00+00:00,37.01,53.62,9.81,73.23,20,40,Paris,,48.8566,2.3522,35,
2024-01-11T05:00:00+00:00,30.16,36.88,10.04,76.54,20,40,Paris,,48.8566,2.3522,35,
2024-01-11T06:00:00+00:00,31.27,41.31,9.75,75.76,20,40,Paris,,48.8566,2.3522,35,
2024-01-11T07:00:00+00:00,38.8,51.52,7.63,74.72,20,40,Paris,,48.8566,2.3522,35,
2024-01-11T08:00:00+00:00,37.36,47.78,8.63,77.62,20,40,Paris,,48.8566,2.3522,35,
2024-01-11T09:00:00+00:00,41.83,53.18,7.07,84.83,20,40,Paris,,48.8566,2.3522,35,
2024-01-11T10:00:00+00:00,35.55,51.92,6.12,81.5,20,40,Paris,,48.8566,2.3522,35,
2024-01-11T11:00:00+00:00,38.34,48.78,6.31,66.73,20,40,Paris,,48.8566,2.3522,35,
